26.361,0.0099188
26.36,0
26.362,0.0099188
26.364,0.0099188
26.364,0.0099188
26.363,0.0099188
26.362,0.0099188
26.362,0
26.362,0.019838
26.363,0.0099188
26.364,0.0099188
26.362,0.0099188
26.362,0.0099188
26.362,0.0099188
26.363,0.0099188
26.363,0.0099188
26.361,0.0099188
26.36,0.0099188
26.361,0.0099188
26.361,0.0099188
26.362,0.0099188
26.361,0.0099188
26.359,0.0099188
26.359,0.0099188
26.359,0.0099188
26.36,0.0099188
26.359,0.0099188
26.361,0.0099188
26.361,0.0099188
26.361,0.0099188
26.361,0.0099188
26.36,0.0099188
26.361,0
26.362,0
26.361,0.0099188
26.36,0.0099188
26.361,0.0099188
26.362,0.0099188
26.362,0
26.361,0.0099188
26.362,0.0099188
26.363,0.0099188
26.364,0.0099188
26.365,0.0099188
26.364,0.0099188
26.363,0.0099188
26.363,0.0099188
26.364,0.0099188
26.364,0
26.364,0.0099188
26.364,-0
26.364,0
26.364,0
26.364,0.0099188
26.365,0
26.366,0.0099188
26.367,0.0099188
26.367,0.0099188
26.366,0
26.364,0.0099188
26.364,0.0099188
26.365,0.0099188
26.366,0.0099188
26.365,0.0099188
26.365,0.0099188
26.366,0.0099188
26.366,0.0099188
26.367,0.0099188
26.367,0.0099188
26.366,0.0099188
26.364,0
26.365,0.0099188
26.366,0.0099188
26.366,0.0099188
26.366,0.0099188
26.365,0.0099188
26.365,0.0099188
26.366,0.0099188
26.368,0
26.366,0.0099188
26.367,0.0099188
26.367,0.0099188
26.367,0.0099188
26.367,0.0099188
26.368,0.0099188
26.368,0.0099188
26.367,0.0099188
26.365,0.0099188
26.366,0.0099188
26.366,0.0099188
26.365,0
26.367,0.0099188
26.367,0.0099188
26.367,0.0099188
26.367,0.0099188
26.368,0.0099188
26.369,0.0099188
26.368,0.0099188
26.367,0.0099188
26.367,0.0099188
26.367,0.0099188
26.368,0.0099188
26.369,0.0099188
26.369,0.0099188
26.368,0.0099188
26.367,0.0099188
26.367,0
26.369,0
26.368,0
26.368,0.0099188
26.368,0.0099188
26.366,0
26.367,0.0099188
26.368,0.0099188
26.368,0.0099188
26.367,0
26.367,0.0099188
26.367,0.0099188
26.367,0.0099188
26.366,0.0099188
26.366,0.0099188
26.367,0.0099188
26.367,0.0099188
26.368,0.0099188
26.369,0.0099188
26.368,0.0099188
26.367,0.0099188
26.367,0.0099188
26.366,0
26.366,0.0099188
26.367,0.0099188
26.367,0.0099188
26.365,0.0099188
26.363,0.0099188
26.364,0.0099188
26.365,0.0099188
26.366,0
26.363,0
26.363,0
26.364,0
26.362,0.0099188
26.361,0.0099188
26.361,0.0099188
26.362,0.0099188
26.364,0.0099188
26.362,0.0099188
26.359,0
26.36,0.0099188
26.361,0.0099188
26.362,0.0099188
26.36,0
26.362,0
26.363,0.0099188
26.36,0.0099188
26.36,0
26.36,0.0099188
26.36,0
26.359,0.0099188
26.359,0.0099188
26.36,0
26.359,0
26.359,0.0099188
26.359,0
26.359,0.0099188
26.36,0
26.36,0
26.362,0.0099188
26.361,0
26.362,0.0099188
26.361,0.0099188
26.361,0
26.36,0.0099188
26.36,0.0099188
26.36,0
26.36,0
26.361,0
26.361,0.0099188
26.363,0.0099188
26.362,0.0099188
26.363,0.0099188
26.364,0
26.363,0
26.363,0.0099188
26.362,0.0099188
26.362,0.0099188
26.362,0
26.361,0.0099188
26.361,0
26.361,0
26.361,0
26.363,0.0099188
26.364,0
26.364,0.0099188
26.364,0.0099188
26.364,0.0099188
26.364,0
26.363,-0
26.362,0
26.361,0.0099188
26.36,0.0099188
26.361,0
26.361,0
26.361,0.0099188
26.359,0
26.359,0
26.36,-0
26.361,-0
26.361,0
26.361,0
26.36,0
26.359,0
26.357,0
26.357,0
26.359,0
26.359,0.0099188
26.358,0
26.358,0.0099188
26.36,0.0099188
26.36,-0
26.357,0.0099188
26.356,0.0099188
26.358,0.0099188
26.357,0.0099188
26.357,0
26.355,0.0099188
26.355,0
26.354,0.0099188
26.354,0
26.354,0
26.357,0.0099188
26.357,0
26.357,0
26.356,0.0099188
26.356,-0
26.357,0
26.358,0
26.359,0.0099188
26.358,0.0099188
